datetime,accuracy,precision,recall,specificity,f1,auroc,epoch,optimizer,scheduler,input_dim,num_classes,learning_rate,batch_size,num_epochs,fcl_dropouts,patience,batch_norm,cv_layers,fc_layers,avg_loss,f1_score,cm_metric,cv_kernels,cv_strides,cv_paddings,pool_kernels,pool_strides,pool_paddings,test_size,grayscale,img_mean,img_std,horizontal_flip,resize,gap_outputs,only_bmode,bmode,class_weights,model_name,max_epochs,input_dimensions,accuracy_macro,accuracy_weighted,accuracy_per_class
2025-05-20 19:37:07.645677,0.7075471878051758,,,,,,3,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 2.9512092266663854e-05
    maximize: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.ReduceLROnPlateau object at 0x7967b1f218e0>,"(330, 502, 1)",3,2.951209226666385e-05,16,100.0,[0.5],21,True,"[8, 16, 32, 64, 128]","[128, 64, 32, 16, 8]",0.677219253665996,,,[3],[1],[0],[2],[2],[0],0.2,True,[0.084],[0.1069],0.5,"(330, 502)",(),,,,,,,,,
2025-05-20 19:37:07.645677,0.7075471878051758,,,,,,4,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 2.9512092266663854e-05
    maximize: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.ReduceLROnPlateau object at 0x7967b1f218e0>,"(330, 502, 1)",3,2.951209226666385e-05,16,100.0,[0.5],21,True,"[8, 16, 32, 64, 128]","[128, 64, 32, 16, 8]",0.6792584860099936,,,[3],[1],[0],[2],[2],[0],0.2,True,[0.084],[0.1069],0.5,"(330, 502)",(),,,,,,,,,
2025-05-20 19:37:07.645677,0.7075471878051758,,,,,,5,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 2.9512092266663854e-05
    maximize: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.ReduceLROnPlateau object at 0x7967b1f218e0>,"(330, 502, 1)",3,2.951209226666385e-05,16,100.0,[0.5],21,True,"[8, 16, 32, 64, 128]","[128, 64, 32, 16, 8]",0.6911709589778252,,,[3],[1],[0],[2],[2],[0],0.2,True,[0.084],[0.1069],0.5,"(330, 502)",(),,,,,,,,,
2025-05-20 19:37:07.645677,0.7075471878051758,,,,,,6,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 2.9512092266663854e-05
    maximize: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.ReduceLROnPlateau object at 0x7967b1f218e0>,"(330, 502, 1)",3,2.951209226666385e-05,16,100.0,[0.5],21,True,"[8, 16, 32, 64, 128]","[128, 64, 32, 16, 8]",0.6689221049254795,,,[3],[1],[0],[2],[2],[0],0.2,True,[0.084],[0.1069],0.5,"(330, 502)",(),,,,,,,,,
2025-05-20 19:37:07.645677,0.7075471878051758,,,,,,7,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 2.9512092266663854e-05
    maximize: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.ReduceLROnPlateau object at 0x7967b1f218e0>,"(330, 502, 1)",3,2.951209226666385e-05,16,100.0,[0.5],21,True,"[8, 16, 32, 64, 128]","[128, 64, 32, 16, 8]",0.6639057634011755,,,[3],[1],[0],[2],[2],[0],0.2,True,[0.084],[0.1069],0.5,"(330, 502)",(),,,,,,,,,
2025-05-20 19:37:07.645677,0.7075471878051758,,,,,,8,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 2.9512092266663854e-05
    maximize: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.ReduceLROnPlateau object at 0x7967b1f218e0>,"(330, 502, 1)",3,2.951209226666385e-05,16,100.0,[0.5],21,True,"[8, 16, 32, 64, 128]","[128, 64, 32, 16, 8]",0.6593089013729455,,,[3],[1],[0],[2],[2],[0],0.2,True,[0.084],[0.1069],0.5,"(330, 502)",(),,,,,,,,,
2025-05-20 19:37:07.645677,0.7075471878051758,,,,,,9,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 2.9512092266663854e-05
    maximize: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.ReduceLROnPlateau object at 0x7967b1f218e0>,"(330, 502, 1)",3,2.951209226666385e-05,16,100.0,[0.5],21,True,"[8, 16, 32, 64, 128]","[128, 64, 32, 16, 8]",0.6520883306017462,,,[3],[1],[0],[2],[2],[0],0.2,True,[0.084],[0.1069],0.5,"(330, 502)",(),,,,,,,,,
2025-05-20 19:37:07.645677,0.7075471878051758,,,,,,10,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 2.9512092266663854e-05
    maximize: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.ReduceLROnPlateau object at 0x7967b1f218e0>,"(330, 502, 1)",3,2.951209226666385e-05,16,100.0,[0.5],21,True,"[8, 16, 32, 64, 128]","[128, 64, 32, 16, 8]",0.6468936069956366,,,[3],[1],[0],[2],[2],[0],0.2,True,[0.084],[0.1069],0.5,"(330, 502)",(),,,,,,,,,
2025-05-20 19:37:07.645677,0.7075471878051758,,,,,,11,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 2.9512092266663854e-05
    maximize: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.ReduceLROnPlateau object at 0x7967b1f218e0>,"(330, 502, 1)",3,2.951209226666385e-05,16,100.0,[0.5],21,True,"[8, 16, 32, 64, 128]","[128, 64, 32, 16, 8]",0.6319152589114208,,,[3],[1],[0],[2],[2],[0],0.2,True,[0.084],[0.1069],0.5,"(330, 502)",(),,,,,,,,,
2025-05-20 19:37:07.645677,0.7075471878051758,,,,,,12,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 2.9512092266663854e-05
    maximize: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.ReduceLROnPlateau object at 0x7967b1f218e0>,"(330, 502, 1)",3,2.951209226666385e-05,16,100.0,[0.5],21,True,"[8, 16, 32, 64, 128]","[128, 64, 32, 16, 8]",0.6311263363316374,,,[3],[1],[0],[2],[2],[0],0.2,True,[0.084],[0.1069],0.5,"(330, 502)",(),,,,,,,,,
2025-05-20 19:37:07.645677,0.7075471878051758,,,,,,13,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 2.9512092266663854e-05
    maximize: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.ReduceLROnPlateau object at 0x7967b1f218e0>,"(330, 502, 1)",3,2.951209226666385e-05,16,100.0,[0.5],21,True,"[8, 16, 32, 64, 128]","[128, 64, 32, 16, 8]",0.6248920492406161,,,[3],[1],[0],[2],[2],[0],0.2,True,[0.084],[0.1069],0.5,"(330, 502)",(),,,,,,,,,
2025-05-20 19:37:07.645677,0.7075471878051758,,,,,,14,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 2.9512092266663854e-05
    maximize: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.ReduceLROnPlateau object at 0x7967b1f218e0>,"(330, 502, 1)",3,2.951209226666385e-05,16,100.0,[0.5],21,True,"[8, 16, 32, 64, 128]","[128, 64, 32, 16, 8]",0.6323648859869759,,,[3],[1],[0],[2],[2],[0],0.2,True,[0.084],[0.1069],0.5,"(330, 502)",(),,,,,,,,,
2025-05-20 19:37:07.645677,0.7075471878051758,,,,,,15,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 2.9512092266663854e-05
    maximize: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.ReduceLROnPlateau object at 0x7967b1f218e0>,"(330, 502, 1)",3,2.951209226666385e-05,16,100.0,[0.5],21,True,"[8, 16, 32, 64, 128]","[128, 64, 32, 16, 8]",0.6193796857348028,,,[3],[1],[0],[2],[2],[0],0.2,True,[0.084],[0.1069],0.5,"(330, 502)",(),,,,,,,,,
2025-05-20 19:37:07.645677,0.7075471878051758,,,,,,16,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 2.9512092266663854e-05
    maximize: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.ReduceLROnPlateau object at 0x7967b1f218e0>,"(330, 502, 1)",3,2.951209226666385e-05,16,100.0,[0.5],21,True,"[8, 16, 32, 64, 128]","[128, 64, 32, 16, 8]",0.6080897191785416,,,[3],[1],[0],[2],[2],[0],0.2,True,[0.084],[0.1069],0.5,"(330, 502)",(),,,,,,,,,
2025-05-20 19:37:07.645677,0.7075471878051758,,,,,,17,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 2.9512092266663854e-05
    maximize: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.ReduceLROnPlateau object at 0x7967b1f218e0>,"(330, 502, 1)",3,2.951209226666385e-05,16,100.0,[0.5],21,True,"[8, 16, 32, 64, 128]","[128, 64, 32, 16, 8]",0.6066001541209671,,,[3],[1],[0],[2],[2],[0],0.2,True,[0.084],[0.1069],0.5,"(330, 502)",(),,,,,,,,,
2025-05-20 19:37:07.645677,0.7075471878051758,,,,,,18,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 2.9512092266663854e-05
    maximize: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.ReduceLROnPlateau object at 0x7967b1f218e0>,"(330, 502, 1)",3,2.951209226666385e-05,16,100.0,[0.5],21,True,"[8, 16, 32, 64, 128]","[128, 64, 32, 16, 8]",0.5981938895189537,,,[3],[1],[0],[2],[2],[0],0.2,True,[0.084],[0.1069],0.5,"(330, 502)",(),,,,,,,,,
2025-05-20 19:37:07.645677,0.7075471878051758,,,,,,19,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 2.9512092266663854e-05
    maximize: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.ReduceLROnPlateau object at 0x7967b1f218e0>,"(330, 502, 1)",3,2.951209226666385e-05,16,100.0,[0.5],21,True,"[8, 16, 32, 64, 128]","[128, 64, 32, 16, 8]",0.5988581664157364,,,[3],[1],[0],[2],[2],[0],0.2,True,[0.084],[0.1069],0.5,"(330, 502)",(),,,,,,,,,
2025-05-20 19:37:07.645677,0.7169811129570007,,,,,,20,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 2.9512092266663854e-05
    maximize: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.ReduceLROnPlateau object at 0x7967b1f218e0>,"(330, 502, 1)",3,2.951209226666385e-05,16,100.0,[0.5],21,True,"[8, 16, 32, 64, 128]","[128, 64, 32, 16, 8]",0.611824040142995,,,[3],[1],[0],[2],[2],[0],0.2,True,[0.084],[0.1069],0.5,"(330, 502)",(),,,,,,,,,
2025-05-20 19:37:07.645677,0.7122641801834106,,,,,,21,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 2.9512092266663854e-05
    maximize: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.ReduceLROnPlateau object at 0x7967b1f218e0>,"(330, 502, 1)",3,2.951209226666385e-05,16,100.0,[0.5],21,True,"[8, 16, 32, 64, 128]","[128, 64, 32, 16, 8]",0.5939108234531475,,,[3],[1],[0],[2],[2],[0],0.2,True,[0.084],[0.1069],0.5,"(330, 502)",(),,,,,,,,,
2025-05-20 19:37:07.645677,0.7122641801834106,,,,,,22,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 2.9512092266663854e-05
    maximize: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.ReduceLROnPlateau object at 0x7967b1f218e0>,"(330, 502, 1)",3,2.951209226666385e-05,16,100.0,[0.5],21,True,"[8, 16, 32, 64, 128]","[128, 64, 32, 16, 8]",0.5939374228693405,,,[3],[1],[0],[2],[2],[0],0.2,True,[0.084],[0.1069],0.5,"(330, 502)",(),,,,,,,,,
2025-05-20 19:37:07.645677,0.7122641801834106,,,,,,23,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 2.9512092266663854e-05
    maximize: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.ReduceLROnPlateau object at 0x7967b1f218e0>,"(330, 502, 1)",3,2.951209226666385e-05,16,100.0,[0.5],21,True,"[8, 16, 32, 64, 128]","[128, 64, 32, 16, 8]",0.589180867626982,,,[3],[1],[0],[2],[2],[0],0.2,True,[0.084],[0.1069],0.5,"(330, 502)",(),,,,,,,,,
2025-05-20 19:37:07.645677,0.7075471878051758,,,,,,24,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 2.9512092266663854e-05
    maximize: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.ReduceLROnPlateau object at 0x7967b1f218e0>,"(330, 502, 1)",3,2.951209226666385e-05,16,100.0,[0.5],21,True,"[8, 16, 32, 64, 128]","[128, 64, 32, 16, 8]",0.5904990828262185,,,[3],[1],[0],[2],[2],[0],0.2,True,[0.084],[0.1069],0.5,"(330, 502)",(),,,,,,,,,
2025-05-20 19:37:07.645677,0.7075471878051758,,,,,,25,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 2.9512092266663854e-05
    maximize: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.ReduceLROnPlateau object at 0x7967b1f218e0>,"(330, 502, 1)",3,2.951209226666385e-05,16,100.0,[0.5],21,True,"[8, 16, 32, 64, 128]","[128, 64, 32, 16, 8]",0.5864213176493375,,,[3],[1],[0],[2],[2],[0],0.2,True,[0.084],[0.1069],0.5,"(330, 502)",(),,,,,,,,,
2025-05-20 19:37:07.645677,0.7075471878051758,,,,,,26,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 2.9512092266663854e-05
    maximize: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.ReduceLROnPlateau object at 0x7967b1f218e0>,"(330, 502, 1)",3,2.951209226666385e-05,16,100.0,[0.5],21,True,"[8, 16, 32, 64, 128]","[128, 64, 32, 16, 8]",0.5923010954317057,,,[3],[1],[0],[2],[2],[0],0.2,True,[0.084],[0.1069],0.5,"(330, 502)",(),,,,,,,,,
2025-05-20 19:37:07.645677,0.7216981053352356,,,,,,27,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 2.9512092266663854e-05
    maximize: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.ReduceLROnPlateau object at 0x7967b1f218e0>,"(330, 502, 1)",3,2.951209226666385e-05,16,100.0,[0.5],21,True,"[8, 16, 32, 64, 128]","[128, 64, 32, 16, 8]",0.5796680956516626,,,[3],[1],[0],[2],[2],[0],0.2,True,[0.084],[0.1069],0.5,"(330, 502)",(),,,,,,,,,
2025-05-20 19:37:07.645677,0.7122641801834106,,,,,,28,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 2.9512092266663854e-05
    maximize: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.ReduceLROnPlateau object at 0x7967b1f218e0>,"(330, 502, 1)",3,2.951209226666385e-05,16,100.0,[0.5],21,True,"[8, 16, 32, 64, 128]","[128, 64, 32, 16, 8]",0.5744828548071519,,,[3],[1],[0],[2],[2],[0],0.2,True,[0.084],[0.1069],0.5,"(330, 502)",(),,,,,,,,,
2025-05-20 19:37:07.645677,0.7169811129570007,,,,,,29,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 2.9512092266663854e-05
    maximize: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.ReduceLROnPlateau object at 0x7967b1f218e0>,"(330, 502, 1)",3,2.951209226666385e-05,16,100.0,[0.5],21,True,"[8, 16, 32, 64, 128]","[128, 64, 32, 16, 8]",0.5716845168257659,,,[3],[1],[0],[2],[2],[0],0.2,True,[0.084],[0.1069],0.5,"(330, 502)",(),,,,,,,,,
2025-05-20 19:37:07.645677,0.7169811129570007,,,,,,30,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 2.9512092266663854e-05
    maximize: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.ReduceLROnPlateau object at 0x7967b1f218e0>,"(330, 502, 1)",3,2.951209226666385e-05,16,100.0,[0.5],21,True,"[8, 16, 32, 64, 128]","[128, 64, 32, 16, 8]",0.5708984552689318,,,[3],[1],[0],[2],[2],[0],0.2,True,[0.084],[0.1069],0.5,"(330, 502)",(),,,,,,,,,
2025-05-20 19:37:07.645677,0.7169811129570007,,,,,,31,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 2.9512092266663854e-05
    maximize: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.ReduceLROnPlateau object at 0x7967b1f218e0>,"(330, 502, 1)",3,2.951209226666385e-05,16,100.0,[0.5],21,True,"[8, 16, 32, 64, 128]","[128, 64, 32, 16, 8]",0.555722823682821,,,[3],[1],[0],[2],[2],[0],0.2,True,[0.084],[0.1069],0.5,"(330, 502)",(),,,,,,,,,
2025-05-20 19:37:07.645677,0.7452830076217651,,,,,,32,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 2.9512092266663854e-05
    maximize: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.ReduceLROnPlateau object at 0x7967b1f218e0>,"(330, 502, 1)",3,2.951209226666385e-05,16,100.0,[0.5],21,True,"[8, 16, 32, 64, 128]","[128, 64, 32, 16, 8]",0.5734303987251138,,,[3],[1],[0],[2],[2],[0],0.2,True,[0.084],[0.1069],0.5,"(330, 502)",(),,,,,,,,,
2025-05-20 19:37:07.645677,0.7169811129570007,,,,,,33,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 2.9512092266663854e-05
    maximize: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.ReduceLROnPlateau object at 0x7967b1f218e0>,"(330, 502, 1)",3,2.951209226666385e-05,16,100.0,[0.5],21,True,"[8, 16, 32, 64, 128]","[128, 64, 32, 16, 8]",0.5702168120528167,,,[3],[1],[0],[2],[2],[0],0.2,True,[0.084],[0.1069],0.5,"(330, 502)",(),,,,,,,,,
